Type,Source,Hyperparameter,Setting,mean,std,max,min,n,IscoreType,MetricType
ART,Mimic,$J$,50,0.7959737759562509,0.04145540523933213,0.8252871741178189,0.7666603777946828,2,ISCOREam,matching_pursuit
ART,VitalDB,$J$,30,0.8327099219653546,0.030172443495472476,0.8519163500013407,0.7879991400286852,4,ISCOREam,matching_pursuit
ART,VitalDB,$J$,50,0.8240325420318706,0.061714615249417765,0.8676713649730525,0.7803937190906886,2,ISCOREam,matching_pursuit
II,Mimic,$J$,30,0.5693503592113495,0.04092309311016089,0.6283461413870175,0.5337576531295868,4,ISCOREam,matching_pursuit
II,Mimic,$J$,50,0.5463760633587481,0.026222471802307266,0.5649181509896326,0.5278339757278636,2,ISCOREam,matching_pursuit
II,VitalDB,$J$,30,0.6681927579818002,0.007435117749881549,0.6770095457566552,0.6618472138602105,4,ISCOREam,matching_pursuit
II,VitalDB,$J$,50,0.6669157980756746,0.019106074252525675,0.6804258327414893,0.65340576340986,2,ISCOREam,matching_pursuit
ART,Mimic,$C$,500,0.8017478253992653,0.0389744410785569,0.8293069169788684,0.7741887338196621,2,ISCOREam,matching_pursuit
ART,Mimic,$C$,800,0.7958056581370445,0.029250923570576556,0.8252871741178189,0.7666603777946828,4,ISCOREam,matching_pursuit
ART,VitalDB,$C$,500,0.8145525438815929,0.0375521838559521,0.8411059477345006,0.7879991400286852,2,ISCOREam,matching_pursuit
ART,VitalDB,$C$,800,0.8374499210404935,0.03886300290693079,0.8676713649730525,0.7803937190906886,4,ISCOREam,matching_pursuit
II,Mimic,$C$,500,0.592395025567946,0.05084255557377685,0.6283461413870175,0.5564439097488745,2,ISCOREam,matching_pursuit
II,Mimic,$C$,800,0.5463408781067505,0.01828049581128592,0.5649181509896326,0.5278339757278636,4,ISCOREam,matching_pursuit
II,VitalDB,$C$,500,0.6667682827926662,0.006959442425651735,0.6716893517251219,0.6618472138602105,2,ISCOREam,matching_pursuit
II,VitalDB,$C$,800,0.6682665156233044,0.012670601086069848,0.6804258327414893,0.65340576340986,4,ISCOREam,matching_pursuit
ART,Mimic,$\zeta$,1,0.8055843867198361,0.008881503581437076,0.8138192642384053,0.796173442500301,3,ISCOREgm,matching_pursuit
ART,Mimic,$\zeta$,2,0.7458070179125446,0.006708788505894156,0.7529413153687002,0.7396256402212472,3,ISCOREgm,matching_pursuit
ART,VitalDB,$\zeta$,1,0.8431881785058777,0.01449110054097931,0.8587839041646994,0.8301394109192037,3,ISCOREgm,matching_pursuit
ART,VitalDB,$\zeta$,2,0.7884628697659742,0.04614206169924384,0.841647589388982,0.7591084352227938,3,ISCOREgm,matching_pursuit
II,Mimic,$\zeta$,1,0.4701413642860699,0.006120656350094004,0.4771298634916299,0.4657343752372476,3,ISCOREgm,matching_pursuit
II,Mimic,$\zeta$,2,0.4525435815106067,0.04018140925891224,0.49646193089582596,0.4176256418116178,3,ISCOREgm,matching_pursuit
II,VitalDB,$\zeta$,1,0.6014590489428909,0.011481577496910261,0.609578250359983,0.5883227997295788,3,ISCOREgm,matching_pursuit
II,VitalDB,$\zeta$,2,0.6033587198808168,0.018748884421119678,0.6233385354590361,0.5861489856303742,3,ISCOREgm,matching_pursuit
ART,Mimic,$J$,30,0.7769470300637732,0.03334390101752851,0.8138192642384053,0.7448540981476863,4,ISCOREgm,matching_pursuit
ART,Mimic,$J$,50,0.7731930468210246,0.047471481667097325,0.8067604534208019,0.7396256402212472,2,ISCOREgm,matching_pursuit
ART,VitalDB,$J$,30,0.8192652013570156,0.03679165088028365,0.841647589388982,0.7646325846861469,4,ISCOREgm,matching_pursuit
ART,VitalDB,$J$,50,0.8089461696937466,0.07048120000677052,0.8587839041646994,0.7591084352227938,2,ISCOREgm,matching_pursuit
II,Mimic,$J$,30,0.46832483302169553,0.021703476470494115,0.49646193089582596,0.4435431718243764,4,ISCOREgm,matching_pursuit
II,Mimic,$J$,50,0.44737775265162383,0.042075838659164096,0.4771298634916299,0.4176256418116178,2,ISCOREgm,matching_pursuit
II,VitalDB,$J$,30,0.6046815176201915,0.014556374765442191,0.6233385354590361,0.5883227997295788,4,ISCOREgm,matching_pursuit
II,VitalDB,$J$,50,0.5978636179951786,0.0165669919685212,0.609578250359983,0.5861489856303742,2,ISCOREgm,matching_pursuit
ART,Mimic,$C$,500,0.7793366811930458,0.048765736608403915,0.8138192642384053,0.7448540981476863,2,ISCOREgm,matching_pursuit
ART,Mimic,$C$,800,0.7738752128777626,0.03260833933186857,0.8067604534208019,0.7396256402212472,4,ISCOREgm,matching_pursuit
ART,VitalDB,$C$,500,0.7973859978026754,0.046320321043403334,0.8301394109192037,0.7646325846861469,2,ISCOREgm,matching_pursuit
ART,VitalDB,$C$,800,0.8250452873025513,0.04473936482472653,0.8587839041646994,0.7591084352227938,4,ISCOREgm,matching_pursuit
II,Mimic,$C$,500,0.4810981530665368,0.02172766297546782,0.49646193089582596,0.4657343752372476,2,ISCOREgm,matching_pursuit
II,Mimic,$C$,800,0.4514646328142391,0.026618208499664973,0.4771298634916299,0.4176256418116178,4,ISCOREgm,matching_pursuit
II,VitalDB,$C$,500,0.6035323676460755,0.004163061607323136,0.6064760967391112,0.60058863855304,2,ISCOREgm,matching_pursuit
II,VitalDB,$C$,800,0.601847142794743,0.01780439998556181,0.6233385354590361,0.5861489856303742,4,ISCOREgm,matching_pursuit
ART,Mimic,$\zeta$,1,0.7870915268393667,0.011175331280357692,0.7979611003565509,0.7756336754213478,3,ISCOREhm,matching_pursuit
ART,Mimic,$\zeta$,2,0.7188058126396393,0.01120744462386963,0.7317437601073746,0.7120839525900192,3,ISCOREhm,matching_pursuit
ART,VitalDB,$\zeta$,1,0.8325689993881268,0.015598628196486565,0.8496107567799687,0.8189982612525355,3,ISCOREhm,matching_pursuit
ART,VitalDB,$\zeta$,2,0.7701936908358867,0.054928031305685666,0.8336135100581298,0.7377533563608017,3,ISCOREhm,matching_pursuit
II,Mimic,$\zeta$,1,0.39277389810606156,0.004681444400823177,0.39815760572433845,0.3896605103259557,3,ISCOREhm,matching_pursuit
II,Mimic,$\zeta$,2,0.3440444144010717,0.02042892036872132,0.36605206950763103,0.3256861239194331,3,ISCOREhm,matching_pursuit
II,VitalDB,$\zeta$,1,0.5224738011523371,0.012500915617485907,0.530333971059611,0.5080586702738082,3,ISCOREhm,matching_pursuit
II,VitalDB,$\zeta$,2,0.541123892317436,0.023495438222201525,0.5662129748602834,0.5196384858685292,3,ISCOREhm,matching_pursuit
ART,Mimic,$J$,30,0.7544820652766993,0.03919955688719773,0.7979611003565509,0.712589725221524,4,ISCOREhm,matching_pursuit
ART,Mimic,$J$,50,0.7498818786651105,0.053454339684969654,0.7876798047402016,0.7120839525900192,2,ISCOREhm,matching_pursuit
ART,VitalDB,$J$,30,0.8052309893828176,0.04443329899423621,0.8336135100581298,0.7392142060887288,4,ISCOREhm,matching_pursuit
ART,VitalDB,$J$,50,0.7936820565703853,0.07909512636229193,0.8496107567799687,0.7377533563608017,2,ISCOREhm,matching_pursuit
II,Mimic,$J$,30,0.3716528019694071,0.023720909226484704,0.3905035782678906,0.3403950497761509,4,ISCOREhm,matching_pursuit
II,Mimic,$J$,50,0.36192186482188576,0.05124507622688608,0.39815760572433845,0.3256861239194331,2,ISCOREhm,matching_pursuit
II,VitalDB,$J$,30,0.5355314581042995,0.02399360034164168,0.5662129748602834,0.5080586702738082,4,ISCOREhm,matching_pursuit
II,VitalDB,$J$,50,0.5243336239960606,0.006639928017169949,0.5290287621235921,0.5196384858685292,2,ISCOREhm,matching_pursuit
ART,Mimic,$C$,500,0.7552754127890374,0.06036667827719813,0.7979611003565509,0.712589725221524,2,ISCOREhm,matching_pursuit
ART,Mimic,$C$,800,0.7517852982147358,0.03575388458250643,0.7876798047402016,0.7120839525900192,4,ISCOREhm,matching_pursuit
ART,VitalDB,$C$,500,0.7791062336706321,0.05641584643688931,0.8189982612525355,0.7392142060887288,2,ISCOREhm,matching_pursuit
ART,VitalDB,$C$,800,0.8125189008326941,0.050614690972003655,0.8496107567799687,0.7377533563608017,4,ISCOREhm,matching_pursuit
II,Mimic,$C$,500,0.36544931402202074,0.03543208029178844,0.3905035782678906,0.3403950497761509,2,ISCOREhm,matching_pursuit
II,Mimic,$C$,800,0.36988907736933957,0.032448127729966976,0.39815760572433845,0.3256861239194331,4,ISCOREhm,matching_pursuit
II,VitalDB,$C$,500,0.5339270936415531,0.005081442686651564,0.5375202162234952,0.530333971059611,2,ISCOREhm,matching_pursuit
II,VitalDB,$C$,800,0.5307347232815532,0.025159136864450142,0.5662129748602834,0.5080586702738082,4,ISCOREhm,matching_pursuit
ART,Mimic,$\zeta$,1,0.9999175901667862,5.3654252672469825e-05,0.9999520023333014,0.9998557675963671,3,MS,matching_pursuit
ART,Mimic,$\zeta$,2,0.999911130961051,3.4433501608381913e-05,0.9999476223878221,0.999879212359815,3,MS,matching_pursuit
ART,VitalDB,$\zeta$,1,0.999907269410746,7.118957228246919e-05,0.9999631979701293,0.9998271327975266,3,MS,matching_pursuit
ART,VitalDB,$\zeta$,2,0.9999049014647934,1.4996701236728171e-05,0.9999187991971863,0.9998890060448619,3,MS,matching_pursuit
II,Mimic,$\zeta$,1,0.9995554512895991,0.0002742246378371872,0.9998710064615434,0.9993749173398716,3,MS,matching_pursuit
II,Mimic,$\zeta$,2,0.9996365053800255,0.0001696977251690628,0.9997777472644139,0.9994482606073445,3,MS,matching_pursuit
II,VitalDB,$\zeta$,1,0.9986128630051206,0.0005802639255273165,0.999110589107751,0.9979755314630129,3,MS,matching_pursuit
II,VitalDB,$\zeta$,2,0.9988094896123653,0.0012171290473259205,0.9995209075863325,0.9974041061674749,3,MS,matching_pursuit
ART,Mimic,$J$,30,0.9998983851062498,4.133381101289372e-05,0.9999520023333014,0.9998557675963671,4,MS,matching_pursuit
ART,Mimic,$J$,50,0.9999463114792562,1.8539046729569803e-06,0.9999476223878221,0.9999450005706902,2,MS,matching_pursuit
ART,VitalDB,$J$,30,0.9998960771529067,4.704576910951802e-05,0.9999314774645823,0.9998271327975266,4,MS,matching_pursuit
ART,VitalDB,$J$,50,0.9999261020074957,5.246161346595637e-05,0.9999631979701293,0.9998890060448619,2,MS,matching_pursuit
II,Mimic,$J$,30,0.9996179829182934,0.00024319546183915004,0.9998710064615434,0.9993749173398716,4,MS,matching_pursuit
II,Mimic,$J$,50,0.9995519691678502,0.0001860243798636265,0.9996835082683178,0.9994204300673826,2,MS,matching_pursuit
II,VitalDB,$J$,30,0.9984984204553817,0.0009756675870555866,0.9995034550832883,0.9974041061674749,4,MS,matching_pursuit
II,VitalDB,$J$,50,0.9991366880154653,0.0005433685280496123,0.9995209075863325,0.998752468444598,2,MS,matching_pursuit
ART,Mimic,$C$,500,0.9999156073465583,5.1470283854636675e-05,0.9999520023333014,0.999879212359815,2,MS,matching_pursuit
ART,Mimic,$C$,800,0.9999137371725988,4.2963621095358096e-05,0.9999476223878221,0.9998557675963671,4,MS,matching_pursuit
ART,VitalDB,$C$,500,0.999919188308457,1.737949126248859e-05,0.9999314774645823,0.9999068991523318,2,MS,matching_pursuit
ART,VitalDB,$C$,800,0.999899534002426,5.708771284683462e-05,0.9999631979701293,0.9998271327975266,4,MS,matching_pursuit
II,Mimic,$C$,500,0.9996596335344439,0.0002989264602224886,0.9998710064615434,0.9994482606073445,2,MS,matching_pursuit
II,Mimic,$C$,800,0.9995641507349965,0.00019692181720128678,0.9997777472644139,0.9993749173398716,4,MS,matching_pursuit
II,VitalDB,$C$,500,0.9982573476376129,0.001206665659048341,0.999110589107751,0.9974041061674749,2,MS,matching_pursuit
II,VitalDB,$C$,800,0.9989380906443079,0.0007349123111626015,0.9995209075863325,0.9979755314630129,4,MS,matching_pursuit
ART,Mimic,$\zeta$,1,0.6281566484529623,0.027313679536324336,0.6466056729274199,0.5967789826756915,3,MP,matching_pursuit
ART,Mimic,$\zeta$,2,0.5048580539539388,0.07074978674026097,0.5846515706581044,0.44978637079878203,3,MP,matching_pursuit
ART,VitalDB,$\zeta$,1,0.7072748283828664,0.043934641170259345,0.7569613702169886,0.6735609111993845,3,MP,matching_pursuit
ART,VitalDB,$\zeta$,2,0.5816657615918235,0.12519119403083903,0.724835863938166,0.4927724346966015,3,MP,matching_pursuit
II,Mimic,$\zeta$,1,0.3705498166749092,0.0283085649568458,0.38781777823192154,0.3378796552999539,3,MP,matching_pursuit
II,Mimic,$\zeta$,2,0.49055815905829014,0.32885849318359267,0.8683943443318206,0.26881063812246875,3,MP,matching_pursuit
II,VitalDB,$\zeta$,1,0.47102996869428676,0.04471299219697519,0.5122128643718071,0.42347134638511497,3,MP,matching_pursuit
II,VitalDB,$\zeta$,2,0.31679416122589293,0.021253417367015255,0.3398415211822672,0.2979682795894706,3,MP,matching_pursuit
ART,Mimic,$J$,30,0.5680755534720883,0.08250536047944541,0.6410852897557753,0.44978637079878203,4,MP,matching_pursuit
ART,Mimic,$J$,50,0.563370946666175,0.11771167873906448,0.6466056729274199,0.4801362204049302,2,MP,matching_pursuit
ART,VitalDB,$J$,30,0.6456178533915945,0.10409144946744263,0.724835863938166,0.4927724346966015,4,MP,matching_pursuit
ART,VitalDB,$J$,50,0.6421751781788457,0.16233218955350426,0.7569613702169886,0.5273889861407028,2,MP,matching_pursuit
II,Mimic,$J$,30,0.4816738777113019,0.25888305132426037,0.8683943443318206,0.3344694947205811,4,MP,matching_pursuit
II,Mimic,$J$,50,0.32831420817719514,0.08415075578101164,0.38781777823192154,0.26881063812246875,2,MP,matching_pursuit
II,VitalDB,$J$,30,0.38655629331308344,0.10078641736847582,0.5122128643718071,0.2979682795894706,4,MP,matching_pursuit
II,VitalDB,$J$,50,0.4086236082541027,0.09727256038531693,0.47740569532593824,0.3398415211822672,2,MP,matching_pursuit
ART,Mimic,$C$,500,0.5454358302772786,0.13526876282814568,0.6410852897557753,0.44978637079878203,2,MP,matching_pursuit
ART,Mimic,$C$,800,0.5770431116665364,0.06994590470708847,0.6466056729274199,0.4801362204049302,4,MP,matching_pursuit
ART,VitalDB,$C$,500,0.5920373192144137,0.14038174595248912,0.691302203732226,0.4927724346966015,2,MP,matching_pursuit
ART,VitalDB,$C$,800,0.6706867828738106,0.1015183834970211,0.7569613702169886,0.5273889861407028,4,MP,matching_pursuit
II,Mimic,$C$,500,0.6271731804123364,0.34113824154635813,0.8683943443318206,0.38595201649285205,2,MP,matching_pursuit
II,Mimic,$C$,800,0.3322443915937313,0.048815809129333226,0.38781777823192154,0.26881063812246875,4,MP,matching_pursuit
II,VitalDB,$C$,500,0.40509057198063886,0.15149379873208638,0.5122128643718071,0.2979682795894706,2,MP,matching_pursuit
II,VitalDB,$C$,800,0.3883228114498154,0.07585006523443583,0.47740569532593824,0.3125726829059411,4,MP,matching_pursuit
ART,Mimic,$\zeta$,1,0.8986225532157999,0.006651151733845634,0.9044594184597518,0.8913813815918025,3,AC,matching_pursuit
ART,Mimic,$\zeta$,2,0.7388349960278462,0.039672541954944684,0.7810787333380265,0.7023667734501394,3,AC,matching_pursuit
ART,VitalDB,$\zeta$,1,0.9093816999574796,0.016521274824629367,0.9244285219418835,0.8917021389585982,3,AC,matching_pursuit
ART,VitalDB,$\zeta$,2,0.782907874876693,0.06293910327164395,0.8316399140325205,0.7118490079833195,3,AC,matching_pursuit
II,Mimic,$\zeta$,1,0.864534554305616,0.008986918831917776,0.8702473680555901,0.8541756458888058,3,AC,matching_pursuit
II,Mimic,$\zeta$,2,0.795604376391296,0.03906705715917059,0.838490499916249,0.7620443735201998,3,AC,matching_pursuit
II,VitalDB,$\zeta$,1,0.8345238738791182,0.029828695169758473,0.8634845141311925,0.8038969738467101,3,AC,matching_pursuit
II,VitalDB,$\zeta$,2,0.8019466690970153,0.001491009446550101,0.8031631405074383,0.8002833233736449,3,AC,matching_pursuit
ART,Mimic,$J$,30,0.8274947536712384,0.08382030077363106,0.9044594184597518,0.7330594812953727,4,AC,matching_pursuit
ART,Mimic,$J$,50,0.8011968165229925,0.1397667872835459,0.9000268595958455,0.7023667734501394,2,AC,matching_pursuit
ART,VitalDB,$J$,30,0.8601477986443288,0.050046552902254036,0.9120144389719573,0.8052347026142391,4,AC,matching_pursuit
ART,VitalDB,$J$,50,0.8181387649626015,0.15031641586144096,0.9244285219418835,0.7118490079833195,2,AC,matching_pursuit
II,Mimic,$J$,30,0.8219376615714202,0.05604916525450284,0.8702473680555901,0.7620443735201998,4,AC,matching_pursuit
II,Mimic,$J$,50,0.8463330729025274,0.011091073081095717,0.8541756458888058,0.838490499916249,2,AC,matching_pursuit
II,VitalDB,$J$,30,0.8106909935724425,0.017063920293769397,0.8361901336594519,0.8002833233736449,4,AC,matching_pursuit
II,VitalDB,$J$,50,0.8333238273193154,0.04265365233984396,0.8634845141311925,0.8031631405074383,2,AC,matching_pursuit
ART,Mimic,$C$,500,0.842769075898889,0.08724331911701408,0.9044594184597518,0.7810787333380265,2,AC,matching_pursuit
ART,Mimic,$C$,800,0.80670862398329,0.10358440514900213,0.9000268595958455,0.7023667734501394,4,AC,matching_pursuit
ART,VitalDB,$C$,500,0.8484684207864186,0.06114171059091238,0.8917021389585982,0.8052347026142391,2,AC,matching_pursuit
ART,VitalDB,$C$,800,0.8449829707324202,0.09782212180057435,0.9244285219418835,0.7118490079833195,4,AC,matching_pursuit
II,Mimic,$C$,500,0.816145870787895,0.07651107118066545,0.8702473680555901,0.7620443735201998,2,AC,matching_pursuit
II,Mimic,$C$,800,0.8370312626287365,0.03608097375633018,0.869180648972452,0.7862782557374391,4,AC,matching_pursuit
II,VitalDB,$C$,500,0.8020901486101775,0.0025552367543423154,0.8038969738467101,0.8002833233736449,2,AC,matching_pursuit
II,VitalDB,$C$,800,0.8263078329270114,0.029367416884622195,0.8634845141311925,0.8023935434099628,4,AC,matching_pursuit
ART,Mimic,$\zeta$,1,0.6183649506468359,0.022004154202867613,0.641932901541534,0.5983592618651263,3,SS,matching_pursuit
ART,Mimic,$\zeta$,2,0.6402832416723004,0.05748364652115547,0.6791287729678344,0.5742489094219732,3,SS,matching_pursuit
ART,VitalDB,$\zeta$,1,0.6906523799365876,0.01555280764806139,0.7059365066539693,0.6748441406917882,3,SS,matching_pursuit
ART,VitalDB,$\zeta$,2,0.7031201806532446,0.016055767307048958,0.7212944746187413,0.6908614500030072,3,SS,matching_pursuit
II,Mimic,$\zeta$,1,0.19424850351037967,0.005289964303989692,0.2001492700904175,0.18993084641332114,3,SS,matching_pursuit
II,Mimic,$\zeta$,2,0.14523397737785904,0.02999204981055808,0.1748412504953103,0.11487141779244281,3,SS,matching_pursuit
II,VitalDB,$\zeta$,1,0.25062151955016027,0.002758945691830187,0.2523380163850508,0.24743904861920074,3,SS,matching_pursuit
II,VitalDB,$\zeta$,2,0.39576356941748553,0.07826905141754799,0.46739124237009544,0.3122197448797088,3,SS,matching_pursuit
ART,Mimic,$J$,30,0.6275283181162973,0.04423699810349801,0.6791287729678344,0.5742489094219732,4,SS,matching_pursuit
ART,Mimic,$J$,50,0.6329156522461101,0.048870115943446445,0.6674720426270939,0.5983592618651263,2,SS,matching_pursuit
ART,VitalDB,$J$,30,0.6998199348256209,0.019401017915171227,0.7212944746187413,0.6748441406917882,4,SS,matching_pursuit
ART,VitalDB,$J$,50,0.6910189712335062,0.00022276866053330934,0.6911764924640051,0.6908614500030072,2,SS,matching_pursuit
II,Mimic,$J$,30,0.17063183310139274,0.03865962581170839,0.2001492700904175,0.11487141779244281,4,SS,matching_pursuit
II,Mimic,$J$,50,0.16796005512957257,0.03107139100954581,0.18993084641332114,0.145989263845824,2,SS,matching_pursuit
II,VitalDB,$J$,30,0.3436493764095444,0.1111334632604713,0.46739124237009544,0.24743904861920074,4,SS,matching_pursuit
II,VitalDB,$J$,50,0.2822788806323798,0.04234277628774439,0.3122197448797088,0.2523380163850508,2,SS,matching_pursuit
ART,Mimic,$C$,500,0.6605308372546842,0.026301452917679897,0.6791287729678344,0.641932901541534,2,SS,matching_pursuit
ART,Mimic,$C$,800,0.6137207256120102,0.039515286351854424,0.6674720426270939,0.5742489094219732,4,SS,matching_pursuit
ART,VitalDB,$C$,500,0.6860243790148866,0.015811244667089094,0.6972046173379849,0.6748441406917882,2,SS,matching_pursuit
ART,VitalDB,$C$,800,0.7023172309349308,0.014475103972026513,0.7212944746187413,0.6908614500030072,4,SS,matching_pursuit
II,Mimic,$C$,500,0.15751034394143015,0.06030054764492271,0.2001492700904175,0.11487141779244281,2,SS,matching_pursuit
II,Mimic,$C$,800,0.17585668869546395,0.021398665630440666,0.19266539402740035,0.145989263845824,4,SS,matching_pursuit
II,VitalDB,$C$,500,0.3298836073244407,0.11002031906364582,0.40767972100265226,0.2520874936462292,2,SS,matching_pursuit
II,VitalDB,$C$,800,0.31984701306351393,0.10267724962087504,0.46739124237009544,0.24743904861920074,4,SS,matching_pursuit
ART,Mimic,$\zeta$,1,0.9729801720754626,0.012119875750236694,0.9814990756300124,0.9591049728039788,3,RA,matching_pursuit
ART,Mimic,$\zeta$,2,0.9759344684048639,0.012872511655898592,0.9833792301034286,0.9610705796338532,3,RA,matching_pursuit
ART,VitalDB,$\zeta$,1,0.9606065934938098,0.011199641234756521,0.968242760383866,0.9477497778253078,3,RA,matching_pursuit
ART,VitalDB,$\zeta$,2,0.9627531301072222,0.01548383943478261,0.9719801452815512,0.9448770463422688,3,RA,matching_pursuit
II,Mimic,$\zeta$,1,0.37147132975020614,0.0393911481123008,0.3951680472599171,0.3259998876439693,3,RA,matching_pursuit
II,Mimic,$\zeta$,2,0.38552993219997606,0.011789515213257669,0.3969723106832798,0.3734215174301896,3,RA,matching_pursuit
II,VitalDB,$\zeta$,1,0.8024452832910215,0.010003955932401503,0.8101484694206664,0.7911388376531118,3,RA,matching_pursuit
II,VitalDB,$\zeta$,2,0.8071236490251171,0.004670042067403949,0.8122835028935531,0.8031868050139883,3,RA,matching_pursuit
ART,Mimic,$J$,30,0.9704664039268845,0.012184433273794265,0.9833535954773096,0.9591049728039788,4,RA,matching_pursuit
ART,Mimic,$J$,50,0.9824391528667205,0.0013294699778309085,0.9833792301034286,0.9814990756300124,2,RA,matching_pursuit
ART,VitalDB,$J$,30,0.9580679458123224,0.013684462856560206,0.9714021986978468,0.9448770463422688,4,RA,matching_pursuit
ART,VitalDB,$J$,50,0.9689036937769033,0.004350759441856078,0.9719801452815512,0.9658272422722556,2,RA,matching_pursuit
II,Mimic,$J$,30,0.37289044075433897,0.033041560820295364,0.3969723106832798,0.3259998876439693,4,RA,matching_pursuit
II,Mimic,$J$,50,0.3897210114165953,0.004985163519746729,0.393246054346732,0.3861959684864586,2,RA,matching_pursuit
II,VitalDB,$J$,30,0.8015687061585491,0.0070766041967199565,0.8060485427992865,0.7911388376531118,4,RA,matching_pursuit
II,VitalDB,$J$,50,0.8112159861571098,0.0015096966467384382,0.8122835028935531,0.8101484694206664,2,RA,matching_pursuit
ART,Mimic,$C$,500,0.960087776218916,0.0013898939185508592,0.9610705796338532,0.9591049728039788,2,RA,matching_pursuit
ART,Mimic,$C$,800,0.9816420922507868,0.002373078031250059,0.9833792301034286,0.9783364677923966,4,RA,matching_pursuit
ART,VitalDB,$C$,500,0.9463134120837883,0.002031327912184975,0.9477497778253078,0.9448770463422688,2,RA,matching_pursuit
ART,VitalDB,$C$,800,0.9693630866588799,0.002873110987000359,0.9719801452815512,0.9658272422722556,4,RA,matching_pursuit
II,Mimic,$C$,500,0.36148609916362456,0.05018508160833682,0.3969723106832798,0.3259998876439693,2,RA,matching_pursuit
II,Mimic,$C$,800,0.3870078968808243,0.009844653321694877,0.3951680472599171,0.3734215174301896,4,RA,matching_pursuit
