Type,Source,Hyperparameter,Setting,mean,std,max,min,n,IscoreType,MetricType
II,VitalDB,$C$,500,0.798519738410461,0.01043816995357298,0.8059006391678101,0.7911388376531118,2,RA,matching_pursuit
II,VitalDB,$C$,800,0.8079168300318735,0.004078875665989706,0.8122835028935531,0.8031868050139883,4,RA,matching_pursuit
ART,Mimic,$\zeta$,1,0.8729473190690379,0.010357816625316665,0.8818605652778231,0.8615841847788245,3,ISCOREam,welch_evo
ART,Mimic,$\zeta$,2,0.8335248991437864,0.00906771000081072,0.8430239058042164,0.8249609470974877,3,ISCOREam,welch_evo
ART,VitalDB,$\zeta$,1,0.8954023849827633,0.020540238890943176,0.9159145612297424,0.8748341979988737,3,ISCOREam,welch_evo
ART,VitalDB,$\zeta$,2,0.8782259460661802,0.019085352295760704,0.8997793869263383,0.8634695821132402,3,ISCOREam,welch_evo
II,Mimic,$\zeta$,1,0.6604711061351192,0.015239671836340604,0.6709439868698129,0.6429877610765038,3,ISCOREam,welch_evo
II,Mimic,$\zeta$,2,0.6454189335295838,0.022408426370308283,0.6709733231990541,0.6291250003111785,3,ISCOREam,welch_evo
II,VitalDB,$\zeta$,1,0.7700459302775844,0.01376224003226255,0.7859309185030018,0.7617166383955277,3,ISCOREam,welch_evo
II,VitalDB,$\zeta$,2,0.738491389156743,0.01057504594161547,0.7499442206231327,0.7290967197219713,3,ISCOREam,welch_evo
ART,Mimic,$J$,30,0.8512415612077486,0.021974725114598838,0.8753972071504661,0.8249609470974877,4,ISCOREam,welch_evo
ART,Mimic,$J$,50,0.857225204903739,0.03483966075497833,0.8818605652778231,0.832589844529655,2,ISCOREam,welch_evo
ART,VitalDB,$J$,30,0.8833853906895315,0.01716860400799967,0.8997793869263383,0.8634695821132402,4,ISCOREam,welch_evo
ART,VitalDB,$J$,50,0.8936717151943523,0.03145613452902537,0.9159145612297424,0.8714288691589621,2,ISCOREam,welch_evo
II,Mimic,$J$,30,0.6439382022313104,0.01668480946324962,0.6674815704590407,0.6291250003111785,4,ISCOREam,welch_evo
II,Mimic,$J$,50,0.6709586550344335,2.074391734156014e-05,0.6709733231990541,0.6709439868698129,2,ISCOREam,welch_evo
II,VitalDB,$J$,30,0.7474342047942117,0.017204231955067345,0.7624902339342235,0.7290967197219713,4,ISCOREam,welch_evo
II,VitalDB,$J$,50,0.7679375695630672,0.025446438103366976,0.7859309185030018,0.7499442206231327,2,ISCOREam,welch_evo
ART,Mimic,$C$,500,0.8432725659381561,0.02589653971347998,0.8615841847788245,0.8249609470974877,2,ISCOREam,welch_evo
ART,Mimic,$C$,800,0.8582178806905402,0.02409535849093716,0.8818605652778231,0.832589844529655,4,ISCOREam,welch_evo
ART,VitalDB,$C$,500,0.869151890056057,0.008035996958311833,0.8748341979988737,0.8634695821132402,2,ISCOREam,welch_evo
ART,VitalDB,$C$,800,0.8956453032586791,0.018388439134437988,0.9159145612297424,0.8714288691589621,4,ISCOREam,welch_evo
II,Mimic,$C$,500,0.6395731190775112,0.004829033025624043,0.6429877610765038,0.6361584770785187,2,ISCOREam,welch_evo
II,Mimic,$C$,800,0.6596309702097716,0.020403263145973783,0.6709733231990541,0.6291250003111785,4,ISCOREam,welch_evo
II,VitalDB,$C$,500,0.7454066790587495,0.023065765695825385,0.7617166383955277,0.7290967197219713,2,ISCOREam,welch_evo
II,VitalDB,$C$,800,0.7586996500463706,0.021042509689206557,0.7859309185030018,0.7364332271251246,4,ISCOREam,welch_evo
ART,Mimic,$\zeta$,1,0.8662807296085792,0.009914632433409652,0.8738429936414127,0.8550558714880595,3,ISCOREgm,welch_evo
ART,Mimic,$\zeta$,2,0.8268697512604635,0.008345480852750546,0.8360375192569355,0.819714666543541,3,ISCOREgm,welch_evo
ART,VitalDB,$\zeta$,1,0.8938287160435724,0.02111779203716962,0.9147739653507138,0.8725425101552111,3,ISCOREgm,welch_evo
ART,VitalDB,$\zeta$,2,0.8763195338551527,0.01959609530236429,0.8985014000645553,0.8613581279498149,3,ISCOREgm,welch_evo
II,Mimic,$\zeta$,1,0.6157611885387466,0.025260876790789737,0.6309206827589278,0.5866001023256097,3,ISCOREgm,welch_evo
II,Mimic,$\zeta$,2,0.5889539160447271,0.05281318335156971,0.6384664619137191,0.5333656274948883,3,ISCOREgm,welch_evo
II,VitalDB,$\zeta$,1,0.7664351891616431,0.014198192075890115,0.78262206017472,0.7560884087351298,3,ISCOREgm,welch_evo
II,VitalDB,$\zeta$,2,0.7328230624476735,0.01123929475064286,0.7451494233615167,0.7231431553226574,3,ISCOREgm,welch_evo
ART,Mimic,$J$,30,0.8451878452462004,0.02193036672538103,0.8699433236962655,0.819714666543541,4,ISCOREgm,welch_evo
ART,Mimic,$J$,50,0.8493500308111634,0.034638280217238734,0.8738429936414127,0.8248570679809141,2,ISCOREgm,welch_evo
ART,VitalDB,$J$,30,0.8816429276985934,0.01765803055526382,0.8985014000645553,0.8613581279498149,4,ISCOREgm,welch_evo
ART,VitalDB,$J$,50,0.8919365194509008,0.0322970257214772,0.9147739653507138,0.869099073551088,2,ISCOREgm,welch_evo
II,Mimic,$J$,30,0.5864790178262499,0.04028739230299047,0.6309206827589278,0.5333656274948883,4,ISCOREgm,welch_evo
II,Mimic,$J$,50,0.6341146212227108,0.006154432126511121,0.6384664619137191,0.6297627805317024,2,ISCOREgm,welch_evo
II,VitalDB,$J$,30,0.7425008178229282,0.018606726845681747,0.7605950985750793,0.7231431553226574,4,ISCOREgm,welch_evo
II,VitalDB,$J$,50,0.7638857417681184,0.02649715559955678,0.78262206017472,0.7451494233615167,2,ISCOREgm,welch_evo
ART,Mimic,$C$,500,0.8373852690158002,0.0249900056715726,0.8550558714880595,0.819714666543541,2,ISCOREgm,welch_evo
ART,Mimic,$C$,800,0.8511702261438819,0.02441218744769368,0.8738429936414127,0.8248570679809141,4,ISCOREgm,welch_evo
ART,VitalDB,$C$,500,0.866950319052513,0.007908552500817762,0.8725425101552111,0.8613581279498149,2,ISCOREgm,welch_evo
ART,VitalDB,$C$,800,0.8941360278977873,0.018901773738564515,0.9147739653507138,0.869099073551088,4,ISCOREgm,welch_evo
II,Mimic,$C$,500,0.559982864910249,0.0376424581457077,0.5866001023256097,0.5333656274948883,2,ISCOREgm,welch_evo
II,Mimic,$C$,800,0.6235448959824808,0.019397905423842742,0.6384664619137191,0.5950296587255739,4,ISCOREgm,welch_evo
II,VitalDB,$C$,500,0.7396157820288936,0.023295812095868475,0.7560884087351298,0.7231431553226574,2,ISCOREgm,welch_evo
II,VitalDB,$C$,800,0.7546357976925406,0.022412700126374488,0.78262206017472,0.7301766086588465,4,ISCOREgm,welch_evo
ART,Mimic,$\zeta$,1,0.8590800039092756,0.00935264161572183,0.8648736802224947,0.8482903277792014,3,ISCOREhm,welch_evo
ART,Mimic,$\zeta$,2,0.8203497170532671,0.00767899645951194,0.8290700018042695,0.814598725289344,3,ISCOREhm,welch_evo
ART,VitalDB,$\zeta$,1,0.8922319724249164,0.021710365081823457,0.9136029092914858,0.8701973963143784,3,ISCOREhm,welch_evo
ART,VitalDB,$\zeta$,2,0.8744312506594133,0.020106275549692167,0.8972313243850676,0.8592391437736705,3,ISCOREhm,welch_evo
II,Mimic,$\zeta$,1,0.5725298802080419,0.03572314707143694,0.5961617908540001,0.5314343614302638,3,ISCOREhm,welch_evo
II,Mimic,$\zeta$,2,0.527605229401721,0.10032780933831448,0.605902241438413,0.4145117928186651,3,ISCOREhm,welch_evo
II,VitalDB,$\zeta$,1,0.7627675108341743,0.014853641702664072,0.7792195688626744,0.750342909228999,3,ISCOREhm,welch_evo
II,VitalDB,$\zeta$,2,0.7269867991715732,0.011914157305402505,0.7401851401059801,0.7170260826713301,3,ISCOREhm,welch_evo
ART,Mimic,$J$,30,0.8390087646497364,0.0216728933425581,0.8640760037261307,0.814598725289344,4,ISCOREhm,welch_evo
ART,Mimic,$J$,50,0.8411270521443412,0.03358280348875419,0.8648736802224947,0.8173804240661879,2,ISCOREhm,welch_evo
ART,VitalDB,$J$,30,0.8798908690355003,0.018168396483785987,0.8972313243850676,0.8592391437736705,4,ISCOREhm,welch_evo
ART,VitalDB,$J$,50,0.8902130965554937,0.03307819039260691,0.9136029092914858,0.8668232838195017,2,ISCOREhm,welch_evo
II,Mimic,$J$,30,0.5261273997627535,0.07896591038302829,0.5961617908540001,0.4145117928186651,4,ISCOREhm,welch_evo
II,Mimic,$J$,50,0.5979478648891373,0.011249187196208146,0.605902241438413,0.5899934883398616,2,ISCOREhm,welch_evo
II,VitalDB,$J$,30,0.7374645552621469,0.020201829040179153,0.7587400544108491,0.7170260826713301,4,ISCOREhm,welch_evo
II,VitalDB,$J$,50,0.7597023544843273,0.027601509273601735,0.7792195688626744,0.7401851401059801,2,ISCOREhm,welch_evo
ART,Mimic,$C$,500,0.8314445265342727,0.023823560589619788,0.8482903277792014,0.814598725289344,2,ISCOREhm,welch_evo
ART,Mimic,$C$,800,0.8438500274547707,0.024291103677449417,0.8648736802224947,0.8173804240661879,4,ISCOREhm,welch_evo
ART,VitalDB,$C$,500,0.8647182700440245,0.007748654681489287,0.8701973963143784,0.8592391437736705,2,ISCOREhm,welch_evo
ART,VitalDB,$C$,800,0.892638282291235,0.019382913312499042,0.9136029092914858,0.8668232838195017,4,ISCOREhm,welch_evo
II,Mimic,$C$,500,0.47297307712446446,0.08267674113901079,0.5314343614302638,0.4145117928186651,2,ISCOREhm,welch_evo
II,Mimic,$C$,800,0.58861479364509,0.018662283800169956,0.605902241438413,0.562401653948085,4,ISCOREhm,welch_evo
II,VitalDB,$C$,500,0.7336844959501645,0.023558553986543763,0.750342909228999,0.7170260826713301,2,ISCOREhm,welch_evo
II,VitalDB,$C$,800,0.7504734845292284,0.0239075462768125,0.7792195688626744,0.7237491747374096,4,ISCOREhm,welch_evo
ART,Mimic,$\zeta$,1,0.9392748524750306,0.010613854716727069,0.9478051830182489,0.9273887287620332,3,MS,welch_evo
ART,Mimic,$\zeta$,2,0.9370311761425305,0.026379195681995083,0.9564744335492892,0.907003593364302,3,MS,welch_evo
ART,VitalDB,$\zeta$,1,0.8914489555536694,0.04079165460671123,0.9201083497266123,0.8447473813238635,3,MS,welch_evo
ART,VitalDB,$\zeta$,2,0.918998044709337,0.01654411202915205,0.9349569062563468,0.9019250064874283,3,MS,welch_evo
II,Mimic,$\zeta$,1,0.9470922382372597,0.006062308711869006,0.9535409544520016,0.9415094630115026,3,MS,welch_evo
II,Mimic,$\zeta$,2,0.909896002395944,0.04595699625559282,0.9433473703177113,0.8574939958532906,3,MS,welch_evo
II,VitalDB,$\zeta$,1,0.8222323351612236,0.07622570413057068,0.890345741421386,0.7398974704471524,3,MS,welch_evo
II,VitalDB,$\zeta$,2,0.8291415663592977,0.02134710810903533,0.8433084177044196,0.8045889029574381,3,MS,welch_evo
ART,Mimic,$J$,30,0.9311596173212863,0.018258456573140704,0.9476155015140004,0.907003593364302,4,MS,welch_evo
ART,Mimic,$J$,50,0.9521398082837691,0.006130085838303624,0.9564744335492892,0.9478051830182489,2,MS,welch_evo
ART,VitalDB,$J$,30,0.8977801074195428,0.03807410659255903,0.9349569062563468,0.8447473813238635,4,MS,welch_evo
ART,VitalDB,$J$,50,0.9201102855554241,2.7376753600878314e-06,0.9201122213842359,0.9201083497266123,2,MS,welch_evo
II,Mimic,$J$,30,0.9185190992824745,0.04133992021572092,0.9462262972482749,0.8574939958532906,4,MS,welch_evo
II,Mimic,$J$,50,0.9484441623848565,0.0072079524659522986,0.9535409544520016,0.9433473703177113,2,MS,welch_evo
II,VitalDB,$J$,30,0.818589873310503,0.06318176205104846,0.890345741421386,0.7398974704471524,4,MS,welch_evo
II,VitalDB,$J$,50,0.839881105659776,0.004846951176019538,0.8433084177044196,0.8364537936151325,2,MS,welch_evo
ART,Mimic,$C$,500,0.9248171195045558,0.025192130261234544,0.9426306456448096,0.907003593364302,2,MS,welch_evo
ART,Mimic,$C$,800,0.9448209617108929,0.012334250159535919,0.9564744335492892,0.9273887287620332,4,MS,welch_evo
ART,VitalDB,$C$,500,0.9057080710489804,0.005350061210279986,0.9094911356105325,0.9019250064874283,2,MS,welch_evo
ART,VitalDB,$C$,800,0.9049812146727646,0.04076123299107117,0.9349569062563468,0.8447473813238635,4,MS,welch_evo
II,Mimic,$C$,500,0.9018601465507827,0.06274321202668197,0.9462262972482749,0.8574939958532906,2,MS,welch_evo
II,Mimic,$C$,800,0.9418111071995114,0.010134393478861014,0.9535409544520016,0.92884664101683,4,MS,welch_evo
II,VitalDB,$C$,500,0.847467322189412,0.06063924201097686,0.890345741421386,0.8045889029574381,2,MS,welch_evo
II,VitalDB,$C$,800,0.8147967650456851,0.05001149465480162,0.8433084177044196,0.7398974704471524,4,MS,welch_evo
ART,Mimic,$\zeta$,1,0.8418452461563071,0.06574898982545564,0.8940782438629774,0.768013811213744,3,MP,welch_evo
ART,Mimic,$\zeta$,2,0.7651595458745118,0.015416594164872042,0.777689955846367,0.7479438616708838,3,MP,welch_evo
ART,VitalDB,$\zeta$,1,0.875264221616035,0.04000855746135782,0.9078628532463594,0.8306156274677021,3,MP,welch_evo
ART,VitalDB,$\zeta$,2,0.864982809359768,0.024000400075247813,0.8815385127723433,0.8374578613229144,3,MP,welch_evo
II,Mimic,$\zeta$,1,0.6467089649088219,0.042363601347869075,0.6804022938412091,0.5991500161210145,3,MP,welch_evo
II,Mimic,$\zeta$,2,0.7067176413497243,0.2003729487027872,0.9377900377637408,0.5810089663812521,3,MP,welch_evo
II,VitalDB,$\zeta$,1,0.7200123358046576,0.01783656251776899,0.7395471312798949,0.704593673893797,3,MP,welch_evo
II,VitalDB,$\zeta$,2,0.6121076127290505,0.00748140401274202,0.6195949042397833,0.604632110146734,3,MP,welch_evo
ART,Mimic,$J$,30,0.7873115440957781,0.051715265298454396,0.8634436833921998,0.7479438616708838,4,MP,welch_evo
ART,Mimic,$J$,50,0.8358840998546722,0.08229894770723815,0.8940782438629774,0.777689955846367,2,MP,welch_evo
ART,VitalDB,$J$,30,0.8688550945895339,0.025911585324080152,0.8873141841340435,0.8306156274677021,4,MP,welch_evo
ART,VitalDB,$J$,50,0.872660357284637,0.04978384721845208,0.9078628532463594,0.8374578613229144,2,MP,welch_evo
II,Mimic,$J$,30,0.7046740669075361,0.15994014808380214,0.9377900377637408,0.5991500161210145,4,MP,welch_evo
II,Mimic,$J$,50,0.620791775572747,0.05626138830791312,0.6605745847642419,0.5810089663812521,2,MP,welch_evo
II,VitalDB,$J$,30,0.6593044525203615,0.059080338960859825,0.715896202240281,0.604632110146734,4,MP,welch_evo
II,VitalDB,$J$,50,0.6795710177598391,0.0848190331584913,0.7395471312798949,0.6195949042397833,2,MP,welch_evo
ART,Mimic,$C$,500,0.7579788364423139,0.01419159741982832,0.768013811213744,0.7479438616708838,2,MP,welch_evo
ART,Mimic,$C$,800,0.8262641758019573,0.06197758238010053,0.8940782438629774,0.7698448201062849,4,MP,welch_evo
ART,VitalDB,$C$,500,0.8560770701200227,0.0360079175164966,0.8815385127723433,0.8306156274677021,2,MP,welch_evo
ART,VitalDB,$C$,800,0.877146738171841,0.029571894869414965,0.9078628532463594,0.8374578613229144,4,MP,welch_evo
II,Mimic,$C$,500,0.8090961658024749,0.1820006191219288,0.9377900377637408,0.6804022938412091,2,MP,welch_evo
II,Mimic,$C$,800,0.6105218717926721,0.034591213262351726,0.6605745847642419,0.5810089663812521,4,MP,welch_evo
II,VitalDB,$C$,500,0.6583447488472156,0.06540585704605215,0.704593673893797,0.6120958238006342,2,MP,welch_evo
II,VitalDB,$C$,800,0.6699175869766734,0.0677172365654501,0.7395471312798949,0.604632110146734,4,MP,welch_evo
ART,Mimic,$\zeta$,1,0.9189435993448068,0.013234181283127438,0.9315316288604658,0.905146272723583,3,AC,welch_evo
ART,Mimic,$\zeta$,2,0.7838728880065192,0.04099324587378127,0.8197988730247194,0.739218344256955,3,AC,welch_evo
ART,VitalDB,$\zeta$,1,0.9305190033578343,0.01979166834570523,0.9500374210951229,0.9104649577891294,3,AC,welch_evo
ART,VitalDB,$\zeta$,2,0.828422444679092,0.04697974545949916,0.8825925773188944,0.7988285876586751,3,AC,welch_evo
II,Mimic,$\zeta$,1,0.9013432266395838,0.00913234935289556,0.9072812421335708,0.8908273795741597,3,AC,welch_evo
II,Mimic,$\zeta$,2,0.8258530717471017,0.03811527037997503,0.8646041357154134,0.7884071187072133,3,AC,welch_evo
II,VitalDB,$\zeta$,1,0.8388732853059663,0.03531011786730768,0.87049450005681,0.8007719061389728,3,AC,welch_evo
II,VitalDB,$\zeta$,2,0.7925557749042592,0.0076356657612929495,0.800391992465773,0.7851378572194835,3,AC,welch_evo
ART,Mimic,$J$,30,0.8622695553366629,0.06656588699543693,0.9315316288604658,0.7926014467378835,4,AC,welch_evo
ART,Mimic,$J$,50,0.8296856203536633,0.12794004880691626,0.9201528964503717,0.739218344256955,2,AC,welch_evo
ART,VitalDB,$J$,30,0.8819895838392453,0.055752377131944066,0.9310546311892507,0.8038461690597065,4,AC,welch_evo
ART,VitalDB,$J$,50,0.8744330043768991,0.10692079149821941,0.9500374210951229,0.7988285876586751,2,AC,welch_evo
II,Mimic,$J$,30,0.8527659253084054,0.05585368855753221,0.9072812421335708,0.7884071187072133,4,AC,welch_evo
II,Mimic,$J$,50,0.8852625969632171,0.02921547607440302,0.9059210582110209,0.8646041357154134,2,AC,welch_evo
II,VitalDB,$J$,30,0.8096637058385958,0.02412436773389323,0.845353449722116,0.7921374750275213,4,AC,welch_evo
II,VitalDB,$J$,50,0.8278161786381467,0.060356260969591694,0.87049450005681,0.7851378572194835,2,AC,welch_evo
ART,Mimic,$C$,500,0.8620665377991746,0.09823847389036003,0.9315316288604658,0.7926014467378835,2,AC,welch_evo
ART,Mimic,$C$,800,0.8460790966139072,0.08383660628861282,0.9201528964503717,0.739218344256955,4,AC,welch_evo
ART,VitalDB,$C$,500,0.8571555634244179,0.07539086851247072,0.9104649577891294,0.8038461690597065,2,AC,welch_evo
ART,VitalDB,$C$,800,0.8906283043154858,0.06746725612639934,0.9500374210951229,0.7988285876586751,4,AC,welch_evo
II,Mimic,$C$,500,0.8576876701964189,0.04686662645510376,0.8908273795741597,0.8245479608186782,2,AC,welch_evo
II,Mimic,$C$,800,0.8665533886918045,0.05573511923679366,0.9072812421335708,0.7884071187072133,4,AC,welch_evo
II,VitalDB,$C$,500,0.8005819493023729,0.0002686395345850959,0.8007719061389728,0.800391992465773,2,AC,welch_evo
II,VitalDB,$C$,800,0.8232808205064827,0.04139696491735889,0.87049450005681,0.7851378572194835,4,AC,welch_evo
ART,Mimic,$\zeta$,1,0.6916927252935826,0.02253949882287175,0.7066398653711243,0.6657674274275052,3,SS,welch_evo
ART,Mimic,$\zeta$,2,0.7056264172905061,0.01085013422027556,0.7161852540805156,0.6945067388987674,3,SS,welch_evo
ART,VitalDB,$\zeta$,1,0.8191731508924676,0.037864160245035444,0.8459330215673442,0.7758494913016964,3,SS,welch_evo
ART,VitalDB,$\zeta$,2,0.8159733014754814,0.02681179666540107,0.833993198374557,0.7851611759044536,3,SS,welch_evo
II,Mimic,$\zeta$,1,0.43573977113972423,0.061605982546703075,0.4942990837691984,0.37148294707490603,3,SS,welch_evo
II,Mimic,$\zeta$,2,0.39909801995517274,0.2131518740723849,0.5797101750944351,0.1639880802736038,3,SS,welch_evo
II,VitalDB,$\zeta$,1,0.6666664118250528,0.0421211145610339,0.7052555044622819,0.6217330328703713,3,SS,welch_evo
II,VitalDB,$\zeta$,2,0.6515283427659898,0.0343112596441104,0.6893964210584238,0.6225062402182013,3,SS,welch_evo
ART,Mimic,$J$,30,0.7050006853581313,0.00900615307365001,0.7161852540805156,0.6945067388987674,4,SS,welch_evo
ART,Mimic,$J$,50,0.6859773431598701,0.02858113692312792,0.7061872588922351,0.6657674274275052,2,SS,welch_evo
ART,VitalDB,$J$,30,0.8102342217870128,0.03488008311639764,0.8459330215673442,0.7758494913016964,4,SS,welch_evo
ART,VitalDB,$J$,50,0.8322512349778979,0.004929531045671847,0.8357369398083621,0.8287655301474337,2,SS,welch_evo
II,Mimic,$J$,30,0.37084147890379693,0.14705871685582253,0.4942990837691984,0.1639880802736038,4,SS,welch_evo
II,Mimic,$J$,50,0.5105737288347516,0.09777369995472303,0.5797101750944351,0.4414372825750682,2,SS,welch_evo
II,VitalDB,$J$,30,0.6480442861430498,0.039354574137691854,0.7052555044622819,0.6217330328703713,4,SS,welch_evo
II,VitalDB,$J$,50,0.6812035596004645,0.01158645578848982,0.6893964210584238,0.6730106981425052,2,SS,welch_evo
ART,Mimic,$C$,500,0.71141255972582,0.006749609085472064,0.7161852540805156,0.7066398653711243,2,SS,welch_evo
ART,Mimic,$C$,800,0.6922830770751565,0.018341729596591298,0.7061872588922351,0.6657674274275052,4,SS,welch_evo
ART,VitalDB,$C$,500,0.780505333603075,0.006584355326879954,0.7851611759044536,0.7758494913016964,2,SS,welch_evo
ART,VitalDB,$C$,800,0.8361071724744242,0.007189181250931237,0.8459330215673442,0.8287655301474337,4,SS,welch_evo
II,Mimic,$C$,500,0.2677355136742549,0.14672102737660025,0.37148294707490603,0.1639880802736038,2,SS,welch_evo
II,Mimic,$C$,800,0.49226058648404525,0.06252881897067122,0.5797101750944351,0.4414372825750682,4,SS,welch_evo
II,VitalDB,$C$,500,0.6221196365442863,0.0005467401589139265,0.6225062402182013,0.6217330328703713,2,SS,welch_evo
II,VitalDB,$C$,800,0.6775862476711388,0.026735023874535968,0.7052555044622819,0.6426823670213444,4,SS,welch_evo
ART,Mimic,$\zeta$,1,0.9729801720754626,0.012119875750236694,0.9814990756300124,0.9591049728039788,3,RA,welch_evo
ART,Mimic,$\zeta$,2,0.9759344684048639,0.012872511655898592,0.9833792301034286,0.9610705796338532,3,RA,welch_evo
ART,VitalDB,$\zeta$,1,0.9606065934938098,0.011199641234756521,0.968242760383866,0.9477497778253078,3,RA,welch_evo
ART,VitalDB,$\zeta$,2,0.9627531301072222,0.01548383943478261,0.9719801452815512,0.9448770463422688,3,RA,welch_evo
II,Mimic,$\zeta$,1,0.37147132975020614,0.0393911481123008,0.3951680472599171,0.3259998876439693,3,RA,welch_evo
II,Mimic,$\zeta$,2,0.38552993219997606,0.011789515213257669,0.3969723106832798,0.3734215174301896,3,RA,welch_evo
II,VitalDB,$\zeta$,1,0.8024452832910215,0.010003955932401503,0.8101484694206664,0.7911388376531118,3,RA,welch_evo
II,VitalDB,$\zeta$,2,0.8071236490251171,0.004670042067403949,0.8122835028935531,0.8031868050139883,3,RA,welch_evo
ART,Mimic,$J$,30,0.9704664039268845,0.012184433273794265,0.9833535954773096,0.9591049728039788,4,RA,welch_evo
ART,Mimic,$J$,50,0.9824391528667205,0.0013294699778309085,0.9833792301034286,0.9814990756300124,2,RA,welch_evo
ART,VitalDB,$J$,30,0.9580679458123224,0.013684462856560206,0.9714021986978468,0.9448770463422688,4,RA,welch_evo
ART,VitalDB,$J$,50,0.9689036937769033,0.004350759441856078,0.9719801452815512,0.9658272422722556,2,RA,welch_evo
II,Mimic,$J$,30,0.37289044075433897,0.033041560820295364,0.3969723106832798,0.3259998876439693,4,RA,welch_evo
II,Mimic,$J$,50,0.3897210114165953,0.004985163519746729,0.393246054346732,0.3861959684864586,2,RA,welch_evo
II,VitalDB,$J$,30,0.8015687061585491,0.0070766041967199565,0.8060485427992865,0.7911388376531118,4,RA,welch_evo
II,VitalDB,$J$,50,0.8112159861571098,0.0015096966467384382,0.8122835028935531,0.8101484694206664,2,RA,welch_evo
ART,Mimic,$C$,500,0.960087776218916,0.0013898939185508592,0.9610705796338532,0.9591049728039788,2,RA,welch_evo
ART,Mimic,$C$,800,0.9816420922507868,0.002373078031250059,0.9833792301034286,0.9783364677923966,4,RA,welch_evo
ART,VitalDB,$C$,500,0.9463134120837883,0.002031327912184975,0.9477497778253078,0.9448770463422688,2,RA,welch_evo
ART,VitalDB,$C$,800,0.9693630866588799,0.002873110987000359,0.9719801452815512,0.9658272422722556,4,RA,welch_evo
II,Mimic,$C$,500,0.36148609916362456,0.05018508160833682,0.3969723106832798,0.3259998876439693,2,RA,welch_evo
II,Mimic,$C$,800,0.3870078968808243,0.009844653321694877,0.3951680472599171,0.3734215174301896,4,RA,welch_evo
II,VitalDB,$C$,500,0.798519738410461,0.01043816995357298,0.8059006391678101,0.7911388376531118,2,RA,welch_evo
II,VitalDB,$C$,800,0.8079168300318735,0.004078875665989706,0.8122835028935531,0.8031868050139883,4,RA,welch_evo
